# https://wikirate.org/?filter%5Bcompany_name%5D=&mark=Global+Reporting+Initiative%2BFuel+consumption+from+non-renewable+sources%2C+GRI+302-1-a+%28formerly+G4-EN3-a%29%2BAnswer&format=csv&view=titled&limit=5000
"# Wikirate.org, licensed under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0). See https://wikirate.org/Attribution_Guide."
# 2024-04-07 21:29:38 UTC
#
Answer Page,Metric,Company,Year,Value,Source Page
https://wikirate.org/~18085069,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Onward Holdings,2023,Unknown,https://wikirate.org/~18085002
https://wikirate.org/~18084312,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Deckers Outdoor Corporation,2023,Unknown,https://wikirate.org/~18078571
https://wikirate.org/~18087499,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Asos,2023,Unknown,https://wikirate.org/~18087425
https://wikirate.org/~18074183,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",DSW Inc.,2023,Unknown,https://wikirate.org/~18035251
https://wikirate.org/~15564558,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Enel,2022,10530831000,https://wikirate.org/~15354808
https://wikirate.org/~15570365,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ferrero International,2022,8501260000,https://wikirate.org/~15554894
https://wikirate.org/~15553560,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Iberdrola,2022,756208405,https://wikirate.org/~14559595
https://wikirate.org/~15563960,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Fortum,2022,376300000,https://wikirate.org/~15562030
https://wikirate.org/~15561444,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Equinor,2022,169200000,https://wikirate.org/~15561424
https://wikirate.org/~15620487,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Cargill Inc.,2022,117067312,https://wikirate.org/~15620345
https://wikirate.org/~15559310,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",E.ON SE,2022,109000000,https://wikirate.org/~15355250
https://wikirate.org/~15570421,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Solvay,2022,92000000,https://wikirate.org/~15570306
https://wikirate.org/~18084518,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Chico's FAS Inc,2022,87764948,https://wikirate.org/~15062726
https://wikirate.org/~15583163,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Kirin Holdings,2022,74276935,https://wikirate.org/~15583156
https://wikirate.org/~15959317,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Marathon Petroleum,2022,64500000,https://wikirate.org/~15547427
https://wikirate.org/~18033800,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Covestro,2022,50435000,https://wikirate.org/~18031008
https://wikirate.org/~15561470,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Evonik,2022,50380000,https://wikirate.org/~15561448
https://wikirate.org/~15962507,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",California Resources Corp,2022,38535000,https://wikirate.org/~15539426
https://wikirate.org/~15553577,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mitsui,2022,29384281,https://wikirate.org/~15553233
https://wikirate.org/~15566098,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",DS Smith,2022,27542710.8,https://wikirate.org/~15565882
https://wikirate.org/~15575663,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Hyundai Motor Company,2022,25983684,https://wikirate.org/~15562340
https://wikirate.org/~15587895,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",MGE Energy Inc.,2022,25231078.8,https://wikirate.org/~15587873
https://wikirate.org/~15573678,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mondi,2022,22274519,https://wikirate.org/~15573476
https://wikirate.org/~15571214,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",BASF SE,2022,21240000,https://wikirate.org/~15352031
https://wikirate.org/~15569147,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Bayer AG,2022,17525000,https://wikirate.org/~15354691
https://wikirate.org/~15639416,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",America Movil,2022,16570236,https://wikirate.org/~15639218
https://wikirate.org/~15560295,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Renault,2022,14715720,https://wikirate.org/~15555875
https://wikirate.org/~15567872,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",BMW Group,2022,11773324.8,https://wikirate.org/~15567436
https://wikirate.org/~15566485,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Kao Corporation,2022,10209000,https://wikirate.org/~15554972
https://wikirate.org/~15587456,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mercedes-Benz AG,2022,9525600,https://wikirate.org/~15552590
https://wikirate.org/~15582538,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Daikin Industries,2022,7991440,https://wikirate.org/~15582462
https://wikirate.org/~18033859,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Aurubis,2022,7884000,https://wikirate.org/~18033845
https://wikirate.org/~13873909,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Diageo,2022,7400000,https://wikirate.org/~13873653
https://wikirate.org/~15553867,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Johnson Controls International plc,2022,7094686,https://wikirate.org/~15553858
https://wikirate.org/~14557534,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",James Hardie Industries,2022,6741616,https://wikirate.org/~14557014
https://wikirate.org/~15618626,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",UnitedHealth Group,2022,5703987.6,https://wikirate.org/~13924111
https://wikirate.org/~15566415,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Vodafone Group Plc,2022,5608800 ,https://wikirate.org/~15566345
https://wikirate.org/~15560809,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Takeda Pharmaceutical,2022,5100000,https://wikirate.org/~15553320
https://wikirate.org/~18086082,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Macy's,2022,5066148,https://wikirate.org/~18043691
https://wikirate.org/~13951198,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Femsa,2022,3871288,https://wikirate.org/~13950815
https://wikirate.org/~15622836,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Bangchak Petroleum,2022,3780000,https://wikirate.org/~15622644
https://wikirate.org/~15583290,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Orange S.A.,2022,2772000.0,https://wikirate.org/~15570879
https://wikirate.org/~15562397,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ferrari S.p.A.,2022,1384000,https://wikirate.org/~15562230
https://wikirate.org/~15553117,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ericsson,2022,1177538.4,https://wikirate.org/~15553040
https://wikirate.org/~15608051,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Regal-Beloit,2022,1070221,https://wikirate.org/~15607962
https://wikirate.org/~15619979,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Barry Callebaut AG,2022,924109.2,https://wikirate.org/~15233787
https://wikirate.org/~14547736,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ralph Lauren Corporation,2022,820897,https://wikirate.org/~13015908
https://wikirate.org/~18031067,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Beiersdorf AG,2022,803088,https://wikirate.org/~18021265
https://wikirate.org/~15621285,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Polaris Industries,2022,759040,https://wikirate.org/~15620775
https://wikirate.org/~15564216,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ricoh,2022,667176.7737599999,https://wikirate.org/~15564164
https://wikirate.org/~15553441,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Acciona,2022,605646,https://wikirate.org/~15553214
https://wikirate.org/~15619912,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",GENERAC HOLDINGS INC.,2022,552549,https://wikirate.org/~15619839
https://wikirate.org/~15619809,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)","Donaldson Company, Inc.",2022,494655,https://wikirate.org/~15618556
https://wikirate.org/~13958686,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Tennant Company,2022,390425.04,https://wikirate.org/~13958620
https://wikirate.org/~13670100,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Transurban SA,2022,379521,https://wikirate.org/~13670083
https://wikirate.org/~13949930,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)","Spectrum Brands Holdings, Inc.",2022,374436,https://wikirate.org/~13949872
https://wikirate.org/~15621226,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",RSA Insurance Group,2022,317818.8,https://wikirate.org/~15619718
https://wikirate.org/~15566600,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Itochu,2022,295271,https://wikirate.org/~15553023
https://wikirate.org/~15566134,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Cushman & Wakefield,2022,251707,https://wikirate.org/~15553171
https://wikirate.org/~15553597,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Dai-ichi Life Holdings,2022,224080,https://wikirate.org/~15553179
https://wikirate.org/~15618917,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",CAE,2022,209906.64,https://wikirate.org/~15541825
https://wikirate.org/~15607856,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Illinois Tool Works,2022,205045.2,https://wikirate.org/~15607830
https://wikirate.org/~18084044,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Hugo Boss AG,2022,189601.38,https://wikirate.org/~18037865
https://wikirate.org/~18084150,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Asics Corporation,2022,184680,https://wikirate.org/~18081897
https://wikirate.org/~15561300,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Inditex,2022,177368.4,https://wikirate.org/~15087738
https://wikirate.org/~14557412,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Scentre Group,2022,163754,https://wikirate.org/~14557372
https://wikirate.org/~15620970,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mars Inc.,2022,156088.8,https://wikirate.org/~15620912
https://wikirate.org/~14547473,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Richemont,2022,138319.2,https://wikirate.org/~14544829
https://wikirate.org/~18084259,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Foot Locker Inc.,2022,131002,https://wikirate.org/~18082586
https://wikirate.org/~15565860,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Deutsche Post DHL,2022,116017,https://wikirate.org/~15568197
https://wikirate.org/~15567958,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",SSE,2022,108000,https://wikirate.org/~15567284
https://wikirate.org/~18034759,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Zalando SE,2022,96026.4,https://wikirate.org/~15087494
https://wikirate.org/~18084291,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Prada,2022,89909,https://wikirate.org/~15578121
https://wikirate.org/~15622953,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Sasol,2022,66000,https://wikirate.org/~15327768
https://wikirate.org/~13966122,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Exact Sciences Corp,2022,63187,https://wikirate.org/~13965933
https://wikirate.org/~13828991,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",AnglianWater,2022,49940,https://wikirate.org/~13755675
https://wikirate.org/~15564195,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Standard Chartered,2022,37440,https://wikirate.org/~15781112
https://wikirate.org/~15568015,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Puma,2022,27147,https://wikirate.org/~15553292
https://wikirate.org/~15621629,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Alliant Energy Corporation,2022,23518.8936,https://wikirate.org/~15621583
https://wikirate.org/~14548854,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Chow Tai Fook,2022,23197 ,https://wikirate.org/~14547756
https://wikirate.org/~15560263,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Continental AG,2022,18675,https://wikirate.org/~15558398
https://wikirate.org/~15553944,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Marubeni,2022,17515,https://wikirate.org/~15553937
https://wikirate.org/~13959797,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Select Comfort Corporation,2022,17512.63256,https://wikirate.org/~13959660
https://wikirate.org/~18035381,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Li-Ning,2022,9307.08,https://wikirate.org/~18035355
https://wikirate.org/~18082615,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Salvatore Ferragamo SpA,2022,8103,https://wikirate.org/~18074105
https://wikirate.org/~18086062,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Grendene,2022,6481.71,https://wikirate.org/~18085900
https://wikirate.org/~13760565,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Environmental Resources Management,2022,5928,https://wikirate.org/~13666806
https://wikirate.org/~15622743,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Vaude,2022,3757,https://wikirate.org/~15622731
https://wikirate.org/~15554951,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mapfre,2022,1558,https://wikirate.org/~14558440
https://wikirate.org/~15639651,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ecotone,2022,812.65,https://wikirate.org/~15639631
https://wikirate.org/~15559657,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Eni SpA,2022,395.1,https://wikirate.org/~15559606
https://wikirate.org/~15582361,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",BNP Paribas,2022,282.22,https://wikirate.org/~15570861
https://wikirate.org/~14551761,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Bosideng International Holdings Limited,2022,191.63,https://wikirate.org/~14550140
https://wikirate.org/~15622892,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Airbus Group,2022,11.2,https://wikirate.org/~15327129
https://wikirate.org/~13939607,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ameriprise Financial,2022,3.985812,https://wikirate.org/~13939587
https://wikirate.org/~18045232,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Burlington Stores Inc,2022,2.177,https://wikirate.org/~18045179
https://wikirate.org/~15581066,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Deutsche Telekom,2022,1.44,https://wikirate.org/~15581060
https://wikirate.org/~13959409,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",MGIC Investment Corporation,2022,0,https://wikirate.org/~13958861
https://wikirate.org/~18038804,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Columbia Sportswear,2022,Unknown,https://wikirate.org/~18038086
https://wikirate.org/~13963361,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Regis Corporation,2022,Unknown,https://wikirate.org/~13962657
https://wikirate.org/~14550264,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Deckers Outdoor Corporation,2022,Unknown,https://wikirate.org/~14550162
https://wikirate.org/~18086375,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Skechers USA Inc,2022,Unknown,https://wikirate.org/~18086263
https://wikirate.org/~15621952,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)","Manitowoc Company, Inc.",2022,Unknown,https://wikirate.org/~15619214
https://wikirate.org/~13964143,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Rexnord Corporation,2022,Unknown,https://wikirate.org/~15421209
https://wikirate.org/~14021093,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)","Lands' End, Inc.",2022,Unknown,https://wikirate.org/~15518253
https://wikirate.org/~18084783,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Lojas Renner S.A.,2022,Unknown,https://wikirate.org/~15377299
https://wikirate.org/~18030846,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Otto Group,2022,Unknown,https://wikirate.org/~18030641
https://wikirate.org/~15622195,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Industrial Development Corporation (IDC),2022,Unknown,https://wikirate.org/~15622105
https://wikirate.org/~15575775,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Landesbank Baden-Wurttemberg (LBBW),2022,Unknown,https://wikirate.org/~15575709
https://wikirate.org/~15618809,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Tony's Chocolonely,2022,Unknown,https://wikirate.org/~15618732
https://wikirate.org/~13665585,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Tetra Pak International,2022,Unknown,https://wikirate.org/~13665425
https://wikirate.org/~13659472,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Engie,2022,Unknown,https://wikirate.org/~13657566
https://wikirate.org/~13713755,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Firmenich International SA,2022,Unknown,https://wikirate.org/~13657605
https://wikirate.org/~13873137,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Woolworths Limited,2022,Unknown,https://wikirate.org/~13866423
https://wikirate.org/~18085141,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",lululemon athletica,2022,Unknown,https://wikirate.org/~18085089
https://wikirate.org/~14549793,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Asos,2022,Unknown,https://wikirate.org/~14549759
https://wikirate.org/~13749029,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",New Look Retail Group,2022,Unknown,https://wikirate.org/~13691220
https://wikirate.org/~15580497,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Lufthansa,2022,Unknown,https://wikirate.org/~15569141
https://wikirate.org/~15962320,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Targa Resources Partners LP,2022,Unknown,https://wikirate.org/~15962187
https://wikirate.org/~13970760,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",CyberOptics Corporation,2022,Unknown,https://wikirate.org/~13948852
