# https://wikirate.org/?filter%5Bcompany_name%5D=&mark=Climate+100+GHG+Emissions%2BAnswer&format=csv&view=detailed&limit=5000
"# Wikirate.org, licensed under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0). See https://wikirate.org/Attribution_Guide."
# 2024-04-07 16:54:20 UTC
#
Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments
https://wikirate.org/~15354820,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Enel,2022,4020000,https://wikirate.org/~15354808,15354820,https://www.enel.com/content/dam/enel-com/documenti/investitori/sostenibilita/2022/sustainability-report_2022.pdf,1,"pg. 462 ""Total indirect emissions (Scope 2) (mil tCO2eq) - location based (2022) 4.02"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 14:07:39 UTC p. 517 Scope 2, location-based – Total indirect emissions, mil teq 2022 value: 4,02 Anna Abramczyk[https://wikirate.org/Anna_Abramczyk].....2023-10-11 13:31:34 UTC"
https://wikirate.org/~15547513,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Marathon Petroleum,2022,6700000,https://wikirate.org/~15547427,15547513,"",1,"pg. 48 ""Total Scope 2 GHG Emissions (million tonnes CO2e) (2022) 6.7"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-09-29 15:54:46 UTC"
https://wikirate.org/~15354950,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Martin Marietta Materials,2022,626000,https://wikirate.org/~15354938,15354950,https://mcdn.martinmarietta.com/assets/sustainability/2022sustainabilityreport.pdf,1,"pg. 46 ""2022 GHG for All Business Lines Scope2 0.626 million metric tonnes CO2e"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 15:53:05 UTC"
https://wikirate.org/~15959456,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",ConocoPhillips,2022,1060000,https://wikirate.org/~15959368,15959456,https://static.conocophillips.com/files/resources/conocophillips-2022-sustainability-report.pdf,1,"pg. 164 ""GHGs (THOUSAND TONNES) CO2 from Imported Electricity (Scope 2) (2022) 1,060"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-12-21 13:06:03 UTC"
https://wikirate.org/~15354988,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Reliance Industries Limited,2022,1190000,https://wikirate.org/~15354978,15354988,"",1,"pg. 171 ""Scope 2 CO2e million ton (2021-22) 1.19"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 17:26:36 UTC"
https://wikirate.org/~15354880,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",LyondellBasell Industries,2022,7000000,https://wikirate.org/~15354868,15354880,https://www.lyondellbasell.com/498cad/globalassets/sustainability/2022-lyb-sustainability-report.pdf,1,"pg. 35 ""GHG EMISSIONS (MILLION METRIC TONS) (2022) Scope 2 emissions (location-based) 7.0"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 15:07:05 UTC"
https://wikirate.org/~15352056,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Wesfarmers Limited,2022,575000,https://wikirate.org/~15078013,15352056,https://sitefinity.wesfarmers.com.au/docs/default-source/2022-full-year-results/wesfarmers-annual-report-2022_interactive_v2.pdf?sfvrsn=6e2f1abb_2,1,"(Calculation: Total = 575) pg. 79 ""Scope 2 emissions (Location-based) (ktCO2e) (2022) Bunnings 208 Kmart Group 268 Officeworks 37 Industrial & Safety 15 WesCEF 47"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-08 10:40:35 UTC"
https://wikirate.org/~15354970,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Total S.A.,2022,2000000,https://wikirate.org/~15354958,15354970,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-03/TotalEnergies_URD_2022_EN.pdf,1,"pg. 173 ""SCOPE 2 Indirect emissions from energy use (Mt CO2e) (2022) 2"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 16:02:33 UTC"
https://wikirate.org/~15327855,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",American Electric,2022,Unknown,https://wikirate.org/~15327843,15327855,http://aepsustainability.com/lib/docs/2023-AEP-Sustainability-Report.pdf,1,Not reported. Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-07 07:00:55 UTC
https://wikirate.org/~15545528,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Foxconn Technology Group (Hon Hai Precision Industry Co),2022,5535324,https://wikirate.org/~15545453,15545528,https://www.foxconn.com/s3/reports/CSR/EN/2022/HonHai_2022_Sustainability_Report_EN-Full.pdf,1,"pg. 80 ""Scope 1 and Scope 2 GHG Emissions in 2022 (Unit：tCO2e) Scope 2 5,535,324"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-09-25 10:34:15 UTC"
https://wikirate.org/~15355085,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Volvo Group,2022,180000,https://wikirate.org/~15355073,15355085,https://www.volvogroup.com/content/dam/volvo-group/markets/master/investors/reports-and-presentations/annual-reports/AB-Volvo-Annual-Report-2022.pdf,1,"pg. 156 ""Total scope 2, location based (2022) (Metric tons x1,000 CO₂e) 180"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 19:04:18 UTC"
https://wikirate.org/~15327885,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",AP Moller - Maersk,2022,356000,https://wikirate.org/~15327875,15327885,"",1,"pg. 58 ""Greenhouse Gas (GHG) Emissions (1,000 tonnes CO2e) Indirect GHG emissions (scope 2 GHG protocol) - location-based (2022) 356"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-07 08:10:41 UTC"
https://wikirate.org/~15959643,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Valero Energy,2022,4900000,https://wikirate.org/~15959563,15959643,https://s23.q4cdn.com/587626645/files/doc_downloads/esg_reports/2023/2023-esg-report-final-082123-pages.pdf,1,"pg. 19 ""GHG emissions Scope 2 (market-based, million MT CO2e) (2022) 4.9"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-12-22 13:14:45 UTC"
https://wikirate.org/~15354799,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Berkshire Hathaway,2022,2654796,https://wikirate.org/~15354785,15354799,"",1,"pg. 1 ""Carbon Dioxide Equivalent (CO2e) Total Purchased Generation CO2e Emissions (MT) (2022) 2,654,796"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 13:49:07 UTC"
https://wikirate.org/~15355184,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Southern Copper,2022,Unknown,https://wikirate.org/~15355173,15355184,"",1,No information found. Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-10 17:34:35 UTC
https://wikirate.org/~15355318,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",CNOOC,2022,1101000,https://wikirate.org/~15355308,15355318,"",1,"pg. 60 ""Indirect greenhouse gas emissions (Thousand tons of carbon dioxide equivalent) (2022) 1,101"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-11 11:50:38 UTC"
https://wikirate.org/~15355165,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Siemens AG,2022,189000,https://wikirate.org/~15355153,15355165,https://assets.new.siemens.com/siemens/assets/api/uuid:c1088e4f-4d7f-4fa5-8e8e-33398ecf5361/sustainability-report-fy2022.pdf,1,"pg. 69 ""Greenhouse gas emissions (Siemens incl. SHS, in 1,000 metric tons of CO2 equivalents) Fiscal year 2022 Scope1 189"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-10 16:09:15 UTC"
https://wikirate.org/~15960189,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Phillips 66,2022,6400000,https://wikirate.org/~15960119,15960189,"",1,"pg. 79 ""Indirect GHG Emissions (Scope 2) - All GHGs million metric tons CO₂e (2022) 6.4"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-12-26 13:54:23 UTC"
https://wikirate.org/~15354709,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Rio Tinto,2022,7500000,https://wikirate.org/~15065960,15354709,"",1,"pg. 37 ""Equity greenhouse gas emissions – million tonnes carbon dioxide equivalent (Mt CO2e) Scope 2 emissions (2022) 7.5"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 07:49:11 UTC"
https://wikirate.org/~15355375,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",OMV Group,2022,900000,https://wikirate.org/~15355362,15355375,https://reports.omv.com/en/sustainability-report/2022/servicepages/downloads/files/entire-omv-sr22.pdf,1,"pg. 149 ""Total GHG indirect, Scope 2 (mn t CO2 equivalent) (2022) 0.9"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-11 13:52:45 UTC"
https://wikirate.org/~15355047,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Rolls-Royce Holdings,2022,86000,https://wikirate.org/~15355037,15355047,"",1,"pg. 35 ""Disclosure of greenhouse gas emissions We monitor and measure our GHG impacts across relevant categories. For 2022, our emissions were: — Scope 2 (location based): 86 ktCO2e"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 18:34:19 UTC"
https://wikirate.org/~15588005,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Toyota Motor Corporation,2022,2920000,https://wikirate.org/~15578395,15588005,"",1,p.44 Yehwan Park[https://wikirate.org/Yehwan_Park].....2023-10-22 02:21:12 UTC
https://wikirate.org/~15582497,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Daikin Industries,2022,1175,https://wikirate.org/~15582462,15582497,"",1,Page 653 - Location based emissions and Market based emissions added together. Rachael E Kelly[https://wikirate.org/Rachael_E_Kelly].....2023-10-19 17:09:55 UTC
https://wikirate.org/~15355260,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",E.ON SE,2022,3380000,https://wikirate.org/~15355250,15355260,"",1,"pg. 13 ""Scope 2 (million of metric tons) (location-based) (2022) 3.38"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-11 08:50:40 UTC"
https://wikirate.org/~15355513,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",ThyssenKrupp Group,2022,800000,https://wikirate.org/~15355503,15355513,"",1,"pg. 2 ""Greenhouse gas Emission (Mio. t CO2e) (2021/2022) Scope2 0.8"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-11 18:06:11 UTC"
https://wikirate.org/~15557772,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Lukoil,2022,5685000,https://wikirate.org/~15547569,15557772,"",1,"pg. 44 ""GHG emissions across LUKOIL Group Scope 2 (mln tonnes of CО2e) (2022) 5.685"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-10-09 08:02:54 UTC"
https://wikirate.org/~15354900,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Repsol,2022,400000,https://wikirate.org/~15354888,15354900,https://www.repsol.com/content/dam/repsol-corporate/en_gb/accionistas-e-inversores/resultados/2022/q4/integrated-management-report-2022.pdf,1,"pg. 68 ""Scope 2 emissions Total GHG (Mt Co2e) (2022) 0.4"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 15:17:04 UTC"
https://wikirate.org/~15355551,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",China Shenhua Energy,2022,4010000,https://wikirate.org/~15355541,15355551,"",1,"pg. 35 ""Scope II total greenhouse gas emissions (10,000 tonnes of CO2 equivalent) (2022) 401"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-12 06:46:31 UTC"
https://wikirate.org/~15355495,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",PetroChina Company Limited,2022,40880000,https://wikirate.org/~15355485,15355495,"",1,"pg. 45 ""Indirect GHG emissions (scope 2) (million tCO2e) 40.88"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-11 17:57:23 UTC Indirect GHG emissions disclosed herein refers to indirect GHGs emissions from consumption of purchased electricity, purchased steam, etc. produced by subsidiaries of PetroChina Company Limited in 2022. Lucia Ixtacuy[https://wikirate.org/Lucia_Ixtacuy].....2024-01-03 12:22:20 UTC"
https://wikirate.org/~15355665,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",China Petroleum & Chemical,2022,24070000,https://wikirate.org/~15355655,15355665,"",1,"pg. 103 ""GHGs emissions (million tonnes CO2-equivalent) (2022) Indirect GHGs emissions 24.07"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-12 09:05:55 UTC"
https://wikirate.org/~15355609,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Vedanta Limited,2022,3342745,https://wikirate.org/~15355597,15355609,https://www.vedantalimited.com/img/homepage/Sustainability%20Report%2022.pdf,1,"pg. 68 ""GHG emissions (tCO2e) FY2022 Scope 2 (indirect) 3,342,745"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-12 08:22:49 UTC"
https://wikirate.org/~15620670,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Coal India Limited,2022,3.76,https://wikirate.org/~15620635,15620670,"",1,
https://wikirate.org/~15354507,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Centrica,2022,13502,https://wikirate.org/~15354495,15354507,https://www.centrica.com/media/6244/people-planet-plan-update-2022.pdf,1,"pg. 40 ""Scope 2 emissions (2022) 13,502 tCO2e"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-08 13:07:14 UTC"
https://wikirate.org/~15545978,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Oil & Natural Gas,2022,351444,https://wikirate.org/~15545955,15545978,"",1,"pg. 136 ""Total Scope 2 emissions (tCO2e) (FY’23) 351,444"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-09-26 14:10:22 UTC"
https://wikirate.org/~15355457,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",LafargeHolcim,2022,5000000,https://wikirate.org/~15228958,15355457,https://www.holcim.com/sites/holcim/files/2023-02/24022023-sustainability-holcim-fy-2022-report-en-3114693266.pdf,1,"pg. 9 ""Absolute Scope 2 emissions – as reported Mt (2022) 5"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-11 16:49:59 UTC"
https://wikirate.org/~15354930,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Naturgy Energy Group (formerly Gas Natural Fenosa),2022,363489,https://wikirate.org/~14558700,15354930,"",1,"pg. 140 ""Total GHG emissions (tCO2eq) Scope 2 (Location) (2022) 363,489"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-09 15:40:34 UTC"
https://wikirate.org/~15355401,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Norilsk Nickel,2022,500000,https://wikirate.org/~15355389,15355401,https://www.nornickel.com/upload/iblock/213/mtbdolrkqb3q8lfmb7jyonwqgey5wxb5/nn_cso_2022_eng.pdf,1,"pg. 61 ""GHG emissions (Scope 1 and 2), mt of CO2 equivalent (2022) Scope 2 0.5"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-11 14:49:27 UTC"
https://wikirate.org/~15355762,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Anhui Conch Cement,2022,8459680,https://wikirate.org/~15355752,15355762,"",1,"pg. 46 ""Scope-II greenhouse gas emission (tCO2) (2022) 8,459,680"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-12 11:48:45 UTC"
https://wikirate.org/~15355354,"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",PTT Public Company Limited,2022,Unknown,https://wikirate.org/~15355344,15355354,"",1,"It discloses the marked-based emission and not the location-based. pg. 167 ""PTT Group’s direct and indirect greenhouse gas emissions Unit: million tons of CO2 equivalent Indirect GHG emissions (Scope 2) (Market-based) (2022) 0.86"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-06-11 13:26:34 UTC"
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Procter_Gamble_Co+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Procter & Gamble Co.,2022,2325606,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Fiat_Chrysler_Automobiles_FCA+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Fiat Chrysler Automobiles (FCA),2022,4050209,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Ford_Motor_Company+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Ford Motor Company,2022,3000000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+BP_plc+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,BP plc.,2022,1500030.4,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+BHP_Billiton+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,BHP Billiton,2022,14000000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Nestle+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Nestle,2022,Unknown,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+General_Motors_Company+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,General Motors Company,2022,4462526,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Airbus_Group+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Airbus Group,2022,857000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Duke_Energy+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Duke Energy,2022,77358400,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Statoil+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Statoil,2022,11500000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+BASF_SE+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,BASF SE,2022,60426000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Glencore_International+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Glencore International,2022,27040000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+International_Paper+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,International Paper,2022,9571000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Sasol+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Sasol,2022,63571000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Exxon_Mobil+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Exxon Mobil,2022,103000000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+Teck_Resources+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,Teck Resources,2022,2850000,,,,,
https://wikirate.org/Commons+Greenhouse_Gas_Emissions_Scope_1_and_2_combined+ArcelorMittal+2022,Commons+Greenhouse Gas Emissions Scope 1 and 2 combined,ArcelorMittal,2022,119100000,,,,,
